source,nickname,date,title,text,prediction,FALSE,TRUE,KMeans=2,KMeans=3,KMeans=4,KMeans=5,KMeans=6,KMeans=7,KMeans=8,KMeans=9,KMeans=10,href
twitter,djksh99,2022-11-18 11:04:14+00:00,,"RT @897O4: 팬들 떼창 들으면서 웃는 남자...
고소합니다 #두준 https://t.co/VoQEeh1UI7",0,0.99921584,0.000784115,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593560706666074112
twitter,ionluvuu,2022-11-18 10:55:12+00:00,,"“내 소개가 늦었네.” 

분명 입꼬리는 올라가 있으나 전혀 웃는 것 같지 않은 얼굴.

‘예, 예?’
“나는, 내 걸 건드리는 걸 굉장히 싫어해.” 

침을 꿀꺽 삼키던 남자는 갑자기 무슨 말을 하는 건지… https://t.co/c3pK0wMIQ4",0,0.9992167,0.000783262,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593558434158645248
twitter,favorite_all_,2022-11-18 10:52:38+00:00,,희미하게 웃어주니까 바로 분위기가 썩 괜찮다고 생각하는 박문대란 남자... 역시나 신청려의 웃는모습이 보고싶엇던거지... 심지어 임티 직후에 웃어서 더 뿌듯햇을듯 바로 꼽먹곤 흥칫뿡했지만 https://t.co/Mnzo99BpX2,1,0.001443712,0.9985563,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1593557788248412160
twitter,teuchangga,2022-11-18 10:41:26+00:00,,내가 오빠보다 30살 어린데도 트릭스라 불러도 걍 웃는 남자임 https://t.co/pDvGoIzwIB,1,0.000571076,0.9994289,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593554971324481537
twitter,Banlyeo_in,2022-11-18 10:37:33+00:00,,지독한 놈들이네 그치? 라는 말과 함께 귀를 막고 있던 웉의 두 손을 부드럽게 떼어내는 손길에 웉은 눈을 떠서 상대를 바라보았음 그게 바로 궍영돉이었고 웉은 처음 보는 남자가 맑게 웃는 모습을 보니 순간 참고 있던 눈물이 뺨을 타고 흘러내렸음,1,0.000524135,0.9994759,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593553993787056129
twitter,umasang,2022-11-18 10:21:48+00:00,,별님이 웃으면 함께 웃는 남자(유죄),0,0.99704844,0.002951609,1,2,2,3,1,6,1,1,8,https://twitter.com/twitter/status/1593550030149152768
twitter,chwejS2,2022-11-18 10:17:08+00:00,,조남자 언뜻보면 이이뿌게 웃는것같은데 자세히 보면 한쪽 입꼬리만 더 올라간게 비웃는거같고 존나 꼴림 https://t.co/HIgYFf8PDn,0,0.9991203,0.00087969,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593548853898199040
twitter,ouinomoui,2022-11-18 10:03:26+00:00,,지하철에서 뒤진눈으로 앉아잇다가 남자 연락에 웃는중,0,0.9733831,0.02661684,1,2,2,3,5,2,4,4,2,https://twitter.com/twitter/status/1593545409536094213
twitter,C_Wootae,2022-11-18 09:56:28+00:00,,이 남자 입꼬리만 올리고 웃는거봐.. https://t.co/tsFwTFgxQ6,0,0.99919206,0.000808,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593543653917544448
twitter,3j2wb3S_1qR,2022-11-18 09:41:27+00:00,,"@iilsam23 .....남독자들 짱나요
사실그들도 남떤남자와백떤남자를 보고 웃는주제에에라이띠바 동인눈치나봐줫으면(아니 걍줏대잇게 소설공설이나 갓으면)",0,0.999204,0.000795987,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593539874811916288
twitter,All7btslove,2022-11-18 09:29:10+00:00,,"@bbt20130613_ 김남준 내꺼 내남자 너를사랑하는 내모습은 마치 10대소녀로 돌아가는 웃는모습이 보여
그래서 나는 널 손에서 놓을수가없다
고소할거야 김남준 나라세우자 첫번째왕비로 나는 어때?ㅋㅋㅋㅋㅋㅋ이런주접질척질척",0,0.9991003,0.000899653,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593536786198036481
twitter,bimil0906,2022-11-18 09:21:20+00:00,,"RT @boy_enging: 🐶ㅍ핳!
그 남자의 것으로 들리는 웃음소리에 고개를 든다. 넘어진 션 바로 앞에 무릎을 접고앉아 자신을 쳐다보는 남자.. 잘못본 것이 아니였다. 역시 이쁘다..요런 생각을 하고 있었는데 자신의 생각을 읽은건지..아니면 읽…",1,0.000545568,0.99945444,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593534811184193537
twitter,chaechaeahk,2022-11-18 09:12:57+00:00,,이 남자가 이렇게 웃는 이유가 성공한 무도찐팬박명su님팬으로서 팬미팅 가서라는게 진짜 너무 웃긴거같음 https://t.co/BO7cG0EYa5,0,0.99636346,0.003636612,1,2,2,3,1,6,4,4,8,https://twitter.com/twitter/status/1593532703953289216
twitter,mudaed,2022-11-18 09:11:47+00:00,,"웃음주는 남자 대결
가사를 절은 가큐토 vs 웃는 미유키성우
1분동안 고민햇는데 난 후

#임시보관함",0,0.99920446,0.00079556,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593532408229376002
twitter,Today_Peony,2022-11-18 09:03:20+00:00,,밀러의 웃는 얼굴은 말합니다. 나는 철저한 남자야 피오니. 하지만 샌드위치라면 한 입 무리해주지. 너무 기뻐요.,1,0.000537935,0.99946207,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593530283503996928
twitter,lumen_starlight,2022-11-18 09:01:30+00:00,,"@yuechan0814 그럼...(다시 남자에게 다가가 남자의 귀에 무언가를 속삭인다. 그러자...)

👤....(벙찐체로 가만히있는다.) 

진짜인지 아닌지는 네가 직접가서 그분이라는 놈한테 물어봐.… https://t.co/s6PXFJCOUg",0,0.99920976,0.000790184,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593529820746391552
twitter,HELL0NF1RE,2022-11-18 08:52:12+00:00,,"여자는 남자가 쥔 제 권총은 더 보지 않고, 그의 발치에서 피 흘리며, 영원히 제 것 아닐 리 없는 남자를 올려다본다. 웃는 그녀의 곡심한 얼굴과 웃지 않는 그의 여상한 얼굴.",1,0.000581594,0.9994184,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593527482166267905
twitter,lovejaypark_25,2022-11-18 08:52:04+00:00,,치아보이게 웃는게 세상에서 제일 이쁜 남자 박 재 범!❤︎ https://t.co/PSaBv0kqUh,1,0.000660269,0.99933976,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1593527446749728768
twitter,heopio,2022-11-18 08:39:37+00:00,,"나일본어수업들을때ㄹㅇ왼쪽남자됨
웃는거빼고암꺼도할줄몰름 https://t.co/0T6HRCsljA",0,0.99920744,0.000792609,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593524313470406658
twitter,__ss_blue,2022-11-18 08:32:25+00:00,,"@tlqkfss__ 이 남자 남편
지방으로 드라마 촬영 갔는데
촬영 전날까지
애기랑 못떨어지겟어서 여누야ㅠㅠ 우리 애기 두고 어떻게 가지? 웅? 슨엱압빠가 여누랑 잘 있을수 있을까?? 하면서 방금 밥 잘먹고… https://t.co/pdUeWFw3sW",1,0.000661594,0.9993383,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1593522502537728002
twitter,CHAEN_RH,2022-11-18 08:23:21+00:00,,"기분 좋다는 듯이 큰 소리로 웃는 남자를 내려다보던 그는 겉으로는 아무런 문제가 없어 보였다. 혹시나 들킬까 걱정했지만 상대는 알아차리지 못한 모양이었다.

하, 네가 그렇게 믿는 그 혁명군은!!
시끄럽다,… https://t.co/85oZQsH4CN",1,0.012670074,0.98732996,0,1,0,4,2,4,6,5,3,https://twitter.com/twitter/status/1593520219825197056
twitter,801tnt,2022-11-18 08:22:44+00:00,,"요새 애들은 키스부터 시작한다더니 진짜 김 볼에 입술도장 꾹 찍는 걔. 뭐하냐고 놀라니까 자기만 쳐다보고 옆자리 남자선배가 집적거릴때 인상찌푸리고 자기 빼내줬던거 다 알고 있었다고 말 하는 걔. 
-그리고… https://t.co/8lD3Ru6bAW",0,0.99920887,0.000791116,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593520065630318592
twitter,luna85373866,2022-11-18 08:02:17+00:00,,"겨울의 어느날,'나카하라가문에서 후계자를 잃어버리다?!?!?!!'라는 제목의 기사가 나오게 된다.모두가 걱정하는 가운데 웃는 두명의 남자들...몇달전
싫어요!!!!!!
라며 나카하라가문의 집에서 울면서 뛰쳐… https://t.co/9iLnveMGfN",1,0.000581806,0.99941826,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593514920074973185
twitter,jjaatt030,2022-11-18 07:45:16+00:00,,자기사랑에게만 웃는 남자 https://t.co/tq4sgnDsTp,0,0.9992047,0.000795282,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593510637115944962
twitter,boy_enging,2022-11-18 07:27:22+00:00,,"🐶ㅍ핳!
그 남자의 것으로 들리는 웃음소리에 고개를 든다. 넘어진 션 바로 앞에 무릎을 접고앉아 자신을 쳐다보는 남자.. 잘못본 것이 아니였다. 역시 이쁘다..요런 생각을 하고 있었는데 자신의 생각을 읽은건… https://t.co/YzT2T7n3Fd",1,0.000525831,0.9994742,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593506132227919875
twitter,Bangdream000,2022-11-18 07:24:33+00:00,,"RT @ainnizri_: 신떤남자 미운 점
1. 자꾸 웃는데..(🔒잘생겻음)
2. 계속 피크 물고…(🔒개잘생겻음)
3. 버블… 안고독 등 연락 잘하는데..(🔒그와중에 잘생겻음)
(🔒 4. 그리고어림)",1,0.002377652,0.9976223,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1593505422270664704
twitter,1ylyu_u,2022-11-18 07:19:46+00:00,,"토야 키쿠노스케

(똘망똘망)                       입 가리고 웃는 남자 호감 https://t.co/c5AgAofjT1… https://t.co/WqzeqyKNf6",1,0.000527855,0.9994722,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593504218685460485
twitter,wearehansea,2022-11-18 06:35:07+00:00,,"@gimeuny33330019 아니 지하철에서 왠 키스래여...
그 때 영우가 든 붕어빵 봉투를 누군가가 가져갔다.
""자기, 여기서 뭐해?... 자기, 울었어?""
영우를 보며 한 남자가 말을 건다. 그에 영… https://t.co/vxGC3MJNlr",0,0.9931235,0.006876482,1,2,2,3,5,2,4,4,8,https://twitter.com/twitter/status/1593492982052712450
twitter,sumsomeshopsoap,2022-11-18 06:32:50+00:00,,칼떤남자 남고에있을때 별명 미친대왕불주먹 이었다가 여고 와서 허허실실웃는순둥쌤 일거같아서 ㄱ ㅇ ㄱ 칼디쌤 ㅅㅂ,1,0.000588187,0.9994118,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593492408523972608
twitter,markeff2ct,2022-11-18 06:13:21+00:00,,"RT @hwaleewig: 아기 너무 예쁘다🥺🥺💗💗💗
웃는 게 아름다운 남자 .... https://t.co/qmlEC95vNw",1,0.000541952,0.999458,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593487506711846912
twitter,shinxwve,2022-11-18 06:10:10+00:00,,"저는. (그게 마음이 편한데. 이런 말이 네게 되려 편하지 못하게 만든다는 걸 안다. 지소혜는 그만큼, 착한 사람이니까. 네 말을 듣고는 설핏 웃는다.) 안 죽어요. 누나는 누가 누나 지키다 죽으면 마음에… https://t.co/HtYL7TvZuY",1,0.001788737,0.99821126,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1593486704475664386
twitter,ainnizri_,2022-11-18 06:08:10+00:00,,"신떤남자 미운 점
1. 자꾸 웃는데..(🔒잘생겻음)
2. 계속 피크 물고…(🔒개잘생겻음)
3. 버블… 안고독 등 연락 잘하는데..(🔒그와중에 잘생겻음)
(🔒 4. 그리고어림)",1,0.002377652,0.9976223,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1593486202031988737
twitter,meyaongnoayem,2022-11-18 06:03:59+00:00,,RT @96D0201: 됴영이 빤히 보다 웃는 거 봐 ㅋㅋㅋ 정쟤현은… 애인 삐진 것도 단번에 풀어줄 수 있는 그런 남자일게 뻔하다 https://t.co/NJmctEWKl9,0,0.99922144,0.000778493,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593485150150459392
twitter,tomato_fefksg,2022-11-18 05:59:54+00:00,,"RT @luyohaS2ykmr: @""옥남잉녀...
옥스포드대학생남자...
잉글랜드대학교여자...?""

스플 모르는 비계친 트윗에 꺽꺽웃는 부장님됨",0,0.99881685,0.001183203,1,0,1,1,1,6,1,1,0,https://twitter.com/twitter/status/1593484121996922885
twitter,luyohaS2ykmr,2022-11-18 05:59:18+00:00,,"@""옥남잉녀...
옥스포드대학생남자...
잉글랜드대학교여자...?""

스플 모르는 비계친 트윗에 꺽꺽웃는 부장님됨",0,0.99881685,0.001183203,1,0,1,1,1,6,1,1,0,https://twitter.com/twitter/status/1593483968510578688
twitter,dintinsam,2022-11-18 05:51:53+00:00,,"이 남자가 네이머라니 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
걍 옆집 잘 웃는 아저씨같아요....",1,0.001063691,0.99893636,0,1,3,2,3,5,5,8,5,https://twitter.com/twitter/status/1593482101067632641
twitter,GbNsfear,2022-11-18 05:40:51+00:00,,"RT @guacamo1y: 20. 자기가 잘생긴 거 알아서 좋음
보통은 그러면 재수없는데
진짜 잘생겨서 할 말이 없음
그리고 귀엽지 않나여
자기 잘생겼다고 해놓고 코 잔뜩 찡그리면서 웃는 남자
내가 잘생겨서 문제가 안풀리나바...하는 남자
앙큼함
깜…",1,0.000672221,0.9993278,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1593479327844569089
twitter,BAM_SH86,2022-11-18 05:39:41+00:00,,@securityKsh @Cream____cake 약간 남자여자동물을 떠나서 이런생명체를 듣도보도 못한거지 나는 어제 이거보고 글썽거림..저렇게 환하게 웃는게 ( o̴̶̷̥᷅⌓o̴̶̷᷄ ) 목에하트도보일것같… https://t.co/RO6qxgQVfv,1,0.000547879,0.9994522,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593479034050334722
twitter,bokoboww,2022-11-18 05:35:05+00:00,,그 눈을 떠 (뮤지컬 '웃는 남자') - 백인태 [BLACK OUT 블랙아웃] 20221113 https://t.co/0z7oy1cXZH via @YouTube,0,0.9987903,0.001209759,1,0,1,1,1,6,1,1,0,https://twitter.com/twitter/status/1593477873683558400
twitter,newsun412426,2022-11-18 05:24:00+00:00,,"RT @myoji11: 처음뵙네요. 쟤현 선배 회사 후배 이쥬언이에요.
이쥬언, 김녕훈 가까이 가서 손 내미는데 김녕훈 안 받아줌.
애 땜에 손이 없어서.
차가운 말에 앟. 하고 멋쩍게 웃는 이쥬언.
앞으로도 종종 볼 일 많을 거 같은데, 친하게 지…",1,0.000551654,0.99944836,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593475087524429824
twitter,AO84O,2022-11-18 05:18:11+00:00,,RT @Thunderbirds__: 저는 입 다물고 있으면 예민한 인상의 남자가 자기 애인만 보면 얼굴이 사르르 풀려서 봄날처럼 웃는데 누가봐도 사랑에 빠진 남자로 보이는 그런 남자를 주로 잡아와서 제 망태기에 마구잡이로 쑤셔넣고 있습니다 들어가 들…,0,0.9991986,0.000801432,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593473623334957056
twitter,why_fuse,2022-11-18 05:00:21+00:00,,"곤란하면 일단 웃는 남자..
상황극에 천재성 보이는 남자..
옆에서 츳코미 걸면 다 걸려주는 남자..
두번 시켜도 두번 다 웃기는 남자..

온앤오프 제이어스 기억해주세요 . https://t.co/kP48Dao82X",0,0.99820316,0.00179682,1,0,1,1,1,6,1,1,0,https://twitter.com/twitter/status/1593469136071315457
twitter,h__owl_,2022-11-18 04:34:05+00:00,,내가남자몸보고웃는미친련이라니,0,0.99921584,0.000784106,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593462524309286917
twitter,gasibal1007,2022-11-18 04:23:31+00:00,,"@sahara200222 하...어캄 이남자
이..이..남자야!!!!!!! 
현제는 그냥 웃는데 엘만 옆에서 애 안고 울고있는상상하니 쥬내귀여움요
애 초등학생정도로크면막 친구데리꼬오고 친구들 쿠키하나씩쥐어주… https://t.co/plSSnag43G",1,0.000539925,0.99946004,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593459865510608896
twitter,dengster929,2022-11-18 04:10:47+00:00,,"@SU_KI_2 '얄미운 여자(웃는 여자)'랑 '바보같은 여자(우는 여자)' 이야기래요.

1) 바보같은 여자가 얄미운 여자 좋아하는데, 얄미운 여자는 '난 여자 안 좋아해'라면서 차버림.

2) 차이고 난… https://t.co/IvjdHqF7xI",0,0.99921334,0.000786623,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593456661272100865
twitter,KoKoNaTsu11,2022-11-18 03:50:06+00:00,,"#청우문대 #청문

정말정말 오랫동안 문대를 짝사랑하던 청우가 어느날 문대네 집앞에서 다른 남자에게 볼뽀뽀를 당하고도 피식 웃는 박문대를 보고 눌러오던 감정이 폭발했으면 좋겠음

🦅 아까 그 남자.. 하아.… https://t.co/59evjWEAJ9",0,0.99918145,0.000818509,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593451456283447299
twitter,Hibiscus_HQ,2022-11-18 03:37:02+00:00,,RT @mangedlife: 복사하는 그 잠깐새에 애플워치(애인이 생일 선물로 사줌) 그 커다란 손으로 톡톡 눌러서 두시간전에 일어나면 꼭 밥 챙겨먹으라고 남겨둔 연락에 'ㅇㅇ' 하고 간단하게 온 답장 보며 피식 웃는 약 190의 내일 모레 한국 나…,1,0.000733628,0.9992663,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1593448166674010113
twitter,Nann_dusk,2022-11-18 03:22:03+00:00,,"‘너는 참 이상한 사람이군’ 하고 웃을지도 몰라. 그제야 자신의 생명의 은인이자 무기한의 약속을 하게 만든 그 남자라는 걸 알아차려도 좋겠지.
우리는 매번 이상한 만남을 가지게 되네. 하며 웃는 MC를 보고… https://t.co/RJpxlgUNC2",0,0.999113,0.000886911,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593444394774171649
twitter,83215851012y,2022-11-18 03:11:29+00:00,,RT @JDS_time: 폭죽이 터졌다. 소리에 예민한 유중혁은 인상을 썼다. 무어라 한마디 할 생각으로 고개를 들자 싱글벙글 웃는 얼굴이 한가득이다. 순간 화낼 타이밍을 놓친 남자를 둘러싸고 사람들은 박수를 치며 노래하기 시작했다. 생일축하합니다.…,1,0.000634455,0.9993655,0,1,3,0,0,5,2,0,1,https://twitter.com/twitter/status/1593441738047508480
twitter,Whatisy50763417,2022-11-18 03:01:54+00:00,,RT @1day1_JK: 애기 머리 위로 브이 해주고 귀엽다는듯이.. 웃는 국떤남자 존나ㅜ 다 자기 찍으러 온 건데 애기 국생샷 만들어 주는 거 너무 귀여움ㅋㅋㅋㅋㅋㅋㅋ https://t.co/DPSQeRTQKl,0,0.99895084,0.001049077,1,0,1,1,4,1,1,1,0,https://twitter.com/twitter/status/1593439324854398976
twitter,Eienno_huyu,2022-11-18 02:23:21+00:00,,"간호사가 말함. 유키군. 여기는 바지씨의 친구인 카즈토라군이에요. 그 말에 정말 처음 듣는 다는 표정으로 자길 쳐다보던 유키라는 남자가 활짝 웃는다. 

❄️ 바지상의 친구? 좋아!

도대체가 어떻게 된 일… https://t.co/c0z7HRw03S",1,0.000583967,0.999416,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593429624692051969
twitter,DAG0NG1,2022-11-18 02:18:39+00:00,,"RT @noa_VTIC: 문대가 넘어진 채로 머리를 긁적임.

🐶죄송해요,하하
🦅음, 아냐. 그럴 수 있지

부드럽게 웃는 남자의 얼굴을 보여줬다가,천천히 내려가면서 줌 인이..

🦅..어디 봐?
🐶앗 죄송해요!

아방문대는 쉬웠지만, 댓글은 쉽지…",0,0.99921465,0.000785343,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593428441210433536
twitter,TTtenten_,2022-11-18 02:10:40+00:00,,"3. 빨간머리가 이렇게 잘 어울리는 남자 드뭄
4. 웃는 거 진짜 유죄임",1,0.00058576,0.9994142,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593426430838599681
twitter,RFIS_bot,2022-11-18 01:09:38+00:00,,"실실 웃는 재수없던 면상히 바뀌니 그나마 좀 낫군...이라고 할 줄 알았나. 남자가 포기를 모르면 그것만큼 추한것도 없다고. 정말로 포기라는 것에 대해 배울 생각이 없다면, 내가 손수 가르쳐주지.",0,0.9991985,0.000801554,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593411073897824256
twitter,Berry_Moon_0125,2022-11-18 01:09:23+00:00,,RT @doyou_latte: 살랑살랑 웃는 눈이 잘 보면 선장님 뒤 쪽에서 잡은 고기 손질하고 있는 남자한테 가 잇음…그 손자랑 사실 1년째 비밀 연애중이거든.,1,0.000989395,0.99901056,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1593411008315691008
twitter,jch623,2022-11-18 00:44:09+00:00,,"RT @00kkang: 바다와 함께한 진의 청춘 기록
＂스페셜 8 포토-폴리오＂
(출처 : KBS 연예 | 네이버 TV연예) 
https://t.co/23Lc7yDruO

낚시 성공해서 해맑게 웃는 남자
우떤데? ദ്ദി❁´◡`❁)
#TheAstro…",0,0.9921491,0.007850911,1,2,2,3,5,2,4,4,8,https://twitter.com/twitter/status/1593404660693749761
twitter,00kkang,2022-11-18 00:22:00+00:00,,"바다와 함께한 진의 청춘 기록
＂스페셜 8 포토-폴리오＂
(출처 : KBS 연예 | 네이버 TV연예) 
https://t.co/23Lc7yDruO

낚시 성공해서 해맑게 웃는 남자
우떤데? ദ്ദി❁´◡`❁… https://t.co/n1GpsEzfjv",0,0.9991394,0.000860507,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593399085632888832
twitter,titopgjhwtggnn,2022-11-18 00:18:20+00:00,,"RT @netsukei: ""우연히 나는 듀이가 그의 무릎 위에 앉아있는 것을 보았고 몇 주만에 처음으로 그 남자가 웃는 것을 보았다.""

나 운다 울어버릴 거라고 https://t.co/gzKal9NtpM",1,0.000525878,0.9994741,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593398161745117185
twitter,gga_chiii,2022-11-18 00:06:06+00:00,,"RT @youshrank: 가발도 콧대도
부러질 때까지                              최후의..
높여봐 어디                               웃는 남자 https://t.co/OPvxqrGDtx",0,0.9992169,0.000783074,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1593395084363726848
twitter,Aannnn87982321,2022-11-17 23:50:05+00:00,,"244461
안 그래요, 윤선생님!」철민이 어머니가 내 눈치를 보면서 슬쩍 웃는다. 해운대호텔출장 화성국제테마파크 신촌 다정하게 지냈습니다.” 상대편 남자는",1,0.010448311,0.9895517,0,1,0,4,2,4,6,5,3,https://twitter.com/twitter/status/1593391051301355520
twitter,schjane91,2022-11-17 23:48:39+00:00,,"중딩효마옆에 가미찰싹붙어있은모습이랑 쿠니가미땜에 웃는 중딩효마보고싶음
장발,단발 다 어울리는 이남자진짜어떡할거임 넘 사랑스러워ㅜㅜ",1,0.000527123,0.9994729,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593390692822573056
twitter,ssk0207best,2022-11-17 23:11:28+00:00,,RT @petra___9: 오늘도 웃는 손씨남자 보면서 힘내보자 https://t.co/ciWn2oOHQc,1,0.000544619,0.9994554,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593381333350305793
twitter,iaminnocent_plz,2022-11-17 23:03:50+00:00,,"RT @boyidoadoreyou: 김영훈&lt;-이남자 레알쾌남이야..
웃는목소리좀봐..
나진짜 저웃음소리평생사랑할수잇을거갘애ㅠ https://t.co/7hX2fLzpnG",1,0.000533144,0.99946684,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593379412468465664
twitter,petra___9,2022-11-17 22:53:28+00:00,,오늘도 웃는 손씨남자 보면서 힘내보자 https://t.co/ciWn2oOHQc… https://t.co/eFvmvlAWHG,1,0.000544619,0.9994554,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593376807033614336
twitter,N0promisedLand,2022-11-17 22:07:04+00:00,,"RT @witstb: 누구를 싫어하면, 그만큼 더 그의 앞에서 설설 기는 법이니까요. 인간이라는 종은 그렇게 만들어졌어요. 적의를 품고서도 파충류처럼 기지요. 용이면서도 구더기처럼 굴어요.

#웃는_남자 #빅토르_위고 #적을_만들다 #움베르토_에코",1,0.000541566,0.9994585,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593365126304141313
twitter,1day1_JK,2022-11-17 21:30:59+00:00,,애기 머리 위로 브이 해주고 귀엽다는듯이.. 웃는 국떤남자 존나ㅜ 다 자기 찍으러 온 건데 애기 국생샷 만들어 주는 거 너무 귀여움ㅋㅋㅋㅋㅋㅋㅋ https://t.co/DPSQeRTQKl,0,0.99895084,0.001049077,1,0,1,1,4,1,1,1,0,https://twitter.com/twitter/status/1593356046126690304
twitter,shinxwve,2022-11-17 21:10:06+00:00,,"저는. (그게 마음이 편한데. 이런 말이 네게 되려 편하지 못하게 만든다는 걸 안다. 지소혜는 그만큼, 착한 사람이니까. 네 말을 듣고는 설핏 웃는다.) 안 죽어요. 누나는 누가 누나 지키다 죽으면 마음에… https://t.co/8RH5i3LZLf",1,0.001788737,0.99821126,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1593350791448100864
twitter,yun_surha,2022-11-17 20:45:34+00:00,,너무 소중해져서 이게 무슨감정이지 처음에는 혼란도 많이왔을듯 처음에는 무슨 표정을 짓든 짜증내하든 그저 웃겨서 좋기만했는데 이젠 그것도 너무너무 소중해져버려서... 하다가 웃는 모습이 자주 보고싶다 까지 갔… https://t.co/dDjHWoEv6r,1,0.000606966,0.999393,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593344616933502976
twitter,bbongsama22,2022-11-17 19:58:44+00:00,,RT @WlOoOvDeZ: 이 남자가 웃는 것만 봐도 너무너무너무너무너무 좋아요오오.. https://t.co/WM14DGznMp,1,0.000531002,0.999469,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593332831383535616
twitter,_0H0lElLl,2022-11-17 18:49:31+00:00,,"RT @tm_wholaughs_nb: 넌 나의 눈
넌 나의 별
나의 행운
나의 숨결

뮤지컬 웃는 남자 - 넌 내 삶의 전부 (YOU ARE MY EVERYTHING)",1,0.000524473,0.99947554,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593315413387280384
twitter,palikyueo_,2022-11-17 18:44:34+00:00,,모두들 온리호프 봐주세요 이세상 미모가 아닌 남자가 나와요… 둘의 달달한 사랑 구경하러 오세요.. 지금 장면은 햇빛 가려주고 여자가 몸에 얼굴 부비자 설레면서 웃는거에요 아 맛있다 https://t.co/l48eFntJq6,1,0.000529559,0.9994704,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593314167729295360
twitter,_0H0lElLl,2022-11-17 18:40:19+00:00,,"[월드컵]
웃는 남자 대사 
https://t.co/OEPTXV0FyM
────────────────────
♛ 최종우승: 바다에 눈이 멀어 가장 빛나는 진주를 잃을 뻔 했어
♚ 준우승: 영원토록 내 곁에 있어줘 이미 넌 나의 인생
♝ 3...",1,0.000525356,0.9994747,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1593313096986431489
